Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-bannerghatta-road-bangalore,"Beverages, Coffee","Bannerghatta Road, Bangalore",,"161, 161 A & 166, 1st Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",+918433810005,1,0,0,0,-,0,4.0,1275,,,"Extensive Menu, Food Presentation, Worth the Money, Great Portions, Timely Service, Delicious Food",150
Bhavya Military Hotel,https://www.zomato.com/bangalore/bhavya-military-hotel-bannerghatta-road,"South Indian, North Indian","Bannerghatta Road, Bangalore",8am – 10:30pm (Today),"3, Nanjundappa Building, 1st Cross Road, Rama Krishnappa Layout, Bannerghatta Road, Bangalore",+919008809470,1,1,1,0,3.6,47,4.1,2913,,,,300
The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-1-jp-nagar-bangalore,Ice Cream,"JP Nagar, Bangalore",,"66, 11th Cross Road, 3rd Phase, JP Nagar, Bangalore",+919663010999,1,0,0,0,-,0,4.1,20,,,,200
Melting Cheese,https://www.zomato.com/bangalore/melting-cheese-kanakapura-road-bangalore,"Pizza, Street Food, Fast Food","Kanakapura Road, Bangalore",11am – 11:30pm (Today),"29-30-31, Ground Floor, Sudarshan Nilaya, Aishwarya Layout, Kanakapura Road, Bangalore",+919490391548,1,1,1,0,3.5,14,4.0,447,,,,300
Bullet Biryani,https://www.zomato.com/bangalore/bullet-biryani-jp-nagar-bangalore,"Biryani, Kebab, Andhra","JP Nagar, Bangalore",,"92, 1st Floor, Wilson Garden House Building, Cooperative Society LTD, 1st Main, 7th Phase, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,4.2,251,,,,150
Lassi Corner,https://www.zomato.com/bangalore/lassi-corner-1-bannerghatta-road-bangalore,"Beverages, Desserts, Fast Food, Ice Cream, Shake","Bannerghatta Road, Bangalore",12noon – 10pm (Today),"Shop 1, Shambava Nagappa Layout, Vijaya Enclave Road, Bilekahalli, Bannerghatta Road, Bangalore",+919886780229,1,1,1,0,3.8,93,3.3,104,,,"Fantastic Decoration, Awesome Spot to Hangout, Best in Service, Very Affordable, Clean and Hygienic Place, Healthy and Delicious",250
Gajanan Mithai Ghar,https://www.zomato.com/bangalore/gajanan-mithai-ghar-bannerghatta-road,"Mithai, Street Food","Bannerghatta Road, Bangalore",8am – 10pm (Today),"48/3, Opposite Aikya Apartment, Nobo Nagar, Hulimavu, Bannerghatta Road, Bangalore",+919980506441,1,1,0,1,-,0,4.3,502,,,,100
Upahara Bhavan,https://www.zomato.com/bangalore/upahara-bhavan-bannerghatta-road,"South Indian, North Indian, Chinese, Shake","Bannerghatta Road, Bangalore",7am – 10pm (Today),"1, Gottigere Main Road, Bannerghatta Road, Bangalore",+918048145999,1,1,0,1,3.5,104,4.1,4917,,,,300
Rajanna Military Hotel,https://www.zomato.com/bangalore/rajanna-military-hotel-jp-nagar-bangalore,"South Indian, Chinese","JP Nagar, Bangalore",,"342, 6th Cross, K R Layout, 6th Phase, JP Nagar, Bangalore",+919741561387,1,1,1,0,3.4,8,3.6,890,,,,200
BigBites,https://www.zomato.com/bangalore/bigbites-jp-nagar-bangalore,"Street Food, Fast Food, Momos, North Indian","JP Nagar, Bangalore",,"92, 1st Floor, Wilson Garden House Building, 1st Main, 7th Phase, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,4.3,120,,,,200
Chickpet Donne Biryani House,https://www.zomato.com/bangalore/chickpet-donne-biryani-house-kanakapura-road-bangalore,"Biryani, South Indian, Chinese","Kanakapura Road, Bangalore",11am – 10:30pm (Today),"Survey 1233/1, 2, C23, 15, Ground Floor, Raghuvanahalli, Kanakapura Road, Bangalore",+919845452008,1,1,1,0,3.5,10,3.8,455,,,"Hospitality, Fresh Food, Good Quality, Price, Staff, Ambience",400
Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-jp-nagar-bangalore,"Ice Cream, Desserts","JP Nagar, Bangalore",10am – 3am (Today),"35/4, 24th Main, 7th Phase, Puttanhalli, JP Nagar, Bangalore",+918310824560,1,1,0,1,-,0,4.0,55,,,,200
Eat N Drink,https://www.zomato.com/bangalore/eat-n-drink-kumaraswamy-layout,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages","Kumaraswamy Layout, Bangalore",11am – 10pm (Today),"11, 3rd Cross, Govinayakanahalli, Near Syndicate Bank, Kumaraswamy Layout, Bangalore",+918553056867,1,1,0,0,-,0,4.0,367,,"Bun Samosa, Oreo Shake, Wraps, Snacks, Burgers","Cafe, Nice Place, Menu, Good Place, Quality, Staff",100
IBC (Indian Biryani Company),https://www.zomato.com/bangalore/ibc-indian-biryani-company-1-btm-bangalore,"Biryani, North Indian, Mughlai","BTM, Bangalore","9am – 5pm, 6pm – 12midnight (Today)","36, Billekahalli, Stage 2, BTM, Bangalore",+917899287584,1,1,0,0,-,0,3.8,605,,,"Food Presentation, Timely Service, Great Portions, Worth the Money, Delicious Food",300
SGS Non Veg - Gundu Pulav,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-bannerghatta-road,South Indian,"Bannerghatta Road, Bangalore","11am – 11pm, 12midnight – 2am (Today)","4, 2nd Stage, MICO Layout, Arekere, Bannerghatta Road, Bangalore",+919845057579,1,1,1,0,3.9,115,3.5,1796,,,,300
Arun Icecreams,https://www.zomato.com/bangalore/arun-icecreams-bannerghatta-road-bangalore,"Desserts, Ice Cream","Bannerghatta Road, Bangalore",,"1338, Near Kempamma Temple, Main Road, Hulimavu, Bannerghatta Road, Bangalore",+919900041017,1,0,0,0,-,0,4.6,324,,,,50
Buzz A Pizza Wood-Fired Oven Pizza,https://www.zomato.com/bangalore/buzz-a-pizza-wood-fired-oven-pizza-jp-nagar-bangalore,Pizza,"JP Nagar, Bangalore",,"1765, 2 Sector, 8 Phase, JP Nagar, Bangalore",+919110695531,1,0,0,0,-,0,3.9,0,,,,200
New Donne Biryani Mane,https://www.zomato.com/bangalore/new-donne-biryani-mane-kanakapura-road-bangalore,"Biryani, South Indian, Chinese, North Indian","Kanakapura Road, Bangalore",11am – 12midnight (Today),"25, Opposite Siddaganga School, Kanakapura Road, Bangalore",+917760071246,1,1,1,0,3.4,5,3.4,1388,,,,400
Food Court By Kitchens@,https://www.zomato.com/bangalore/food-court-by-kitchens@-jp-nagar-bangalore,"North Indian, South Indian, Chinese, Mughlai, Biryani, Momos, Desserts, Beverages","JP Nagar, Bangalore",,"35/4, 24th Main, 7th Phase, Puttenahalli, JP Nagar, Bangalore",+919606888848,1,0,0,0,-,0,3.7,14800,,"Brosted Chicken, Mosambi Juice, Chocolate Fudge, Ghee Rice, Crispy Chicken, Biryani","Bang for the Buck, Great Recommendations, Super Service, Friendly Staffs, Nice Concept, Prompt Service",150
Agarwal's Sweets And Snacks,https://www.zomato.com/bangalore/agarwals-sweets-and-snacks-bannerghatta-road-bangalore,"Fast Food, Street Food, North Indian, Chinese, Beverages, Mithai","Bannerghatta Road, Bangalore",9am – 11pm (Today),"4/3474, Bannerghatta Road, Bangalore",+919380708907,1,1,1,0,3.1,22,3.5,323,,,"Humble Staff, Served Quickly, Atmosphere, Wonderful Presentation, Portions, Timely Service",300
The Momo Co.,https://www.zomato.com/bangalore/the-momo-co-kumaraswamy-layout-bangalore,"Chinese, Momos, Desserts, Beverages","Kumaraswamy Layout, Bangalore",,"Shop 38/7/1, Ground Floor, NVK Mansion, Kanakpura Main Road, Opposite to Nandhana Palace, Kumaraswamy Layout, Bangalore",+918291582181,1,0,0,0,-,0,3.9,16,,,,200
Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-jp-nagar-bangalore,"South Indian, Biryani","JP Nagar, Bangalore",,"44/8, Situated At Puttenahalli JP Nagar, Bangalore",+917829808182,1,0,0,0,-,0,4.0,937,,,,200
Bunts Bangarapet Chats,https://www.zomato.com/bangalore/bunts-bangarapet-chats-kanakapura-road-bangalore,Street Food,"Kanakapura Road, Bangalore",2:30pm – 9:30pm (Today),"63, Ground Floor, Manjunatha Nagar, Raghuvanahalli, Kanakapura Road, Bangalore",+919620119750,1,1,0,0,-,2,4.2,168,,,,100
KC Das,https://www.zomato.com/bangalore/kc-das-kanakapura-road-bangalore,"Mithai, Desserts, Street Food","Kanakapura Road, Bangalore",9am – 9pm (Today),"Survey 8, 123/24, Raghuvanahalli, Kanakapura Road, Bangalore",+919535984053,1,1,0,0,-,0,3.8,141,,,,50
Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-jp-nagar-bangalore,"Desserts, Ice Cream","JP Nagar, Bangalore",12noon – 11pm (Today),"21, 24th Main Road, Near Kotak Mahindra Bank, JP Nagar, Bangalore",+919742063456,1,1,0,0,-,0,4.3,9,,,,200
Tiwari's,https://www.zomato.com/bangalore/tiwaris-2-banashankari,"North Indian, Rajasthani, Street Food","Banashankari, Bangalore",12:30pm – 10pm (Today),"252, 2nd Stage, 22nd Cross, Near BDA Complex, Banashankari, Bangalore",+919844724925,1,1,0,0,3.7,176,4.0,1713,,"Sev Puri, Parathas, Lassi, Gulab Jamun","Hygiene, Price, Good Place, Quality, Staff, Food",300
Si Pizza,https://www.zomato.com/bangalore/si-pizza-jp-nagar-bangalore,"Fast Food, Desserts","JP Nagar, Bangalore",,"92, 1st Floor, 1st Main, Wilson Garden House Building Co-operative Society Limited, Kotthanur Road, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,4.0,1,,,,150
Sri Sai 99 Variety Dosa,https://www.zomato.com/bangalore/sri-sai-99-variety-dosa-bannerghatta-road,"South Indian, Rolls","Bannerghatta Road, Bangalore",12noon – 10:30pm (Today),"81/4A, Cave Temple Road, Opposite Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",+918867774217,1,1,0,0,-,0,3.7,1016,,,,100
Isiri Cafe,https://www.zomato.com/bangalore/isiri-cafe-bannerghatta-road-bangalore,"South Indian, Chinese, Street Food","Bannerghatta Road, Bangalore",7am – 9:30pm (Today),"316/B, 80 Feet Road, Shantinikethan Layout, Bannerghatta Road, Bangalore",+918197833232,1,1,1,0,3.9,7,4.1,856,,,,350
Khichdi Express,https://www.zomato.com/bangalore/khichdi-express-bommanahalli-bangalore,North Indian,"Bommanahalli, Bangalore",,"10, 2nd Floor, Yelenahalli Village, Begur Hobli, Akshay Nagar, Bommanahalli, Bangalore",+918045025440,1,0,0,0,-,0,4.0,0,,,,150
Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-1-btm-bangalore,"Fast Food, Bakery, Desserts","BTM, Bangalore",,"Khata 7/43, Floor 1, Kaverappa Layout, Behind Vibgyor School, 4th Main, N S Palaya Industrial Area, 2nd Stage, BTM, Bangalore",+918047108564,1,0,0,0,-,0,3.9,18,,,,200
Vadapav,https://www.zomato.com/bangalore/vadapav-kanakapura-road-bangalore,"Street Food, Fast Food, Ice Cream","Kanakapura Road, Bangalore",11am – 10pm (Today),"Doddakallasandra, Kuvempu Nagar, Kanakapura Road, Bangalore",+918884563131,1,1,1,0,-,1,4.2,221,,,,200
Rajasthani Sweets & Snacks,https://www.zomato.com/bangalore/rajasthani-sweets-snacks-kanakapura-road-bangalore,"North Indian, Street Food, Desserts, Beverages","Kanakapura Road, Bangalore",9:30am – 9:30pm (Today),"27, 5th Cross, Mangunath Nagar, Raghuvanahalli, Kanakapura Road, Bangalore",+919740397093,1,1,1,1,3.8,48,4.0,1192,,,,150
Ammachiyude Adukkala,https://www.zomato.com/bangalore/ammachiyude-adukkala-bannerghatta-road-bangalore,South Indian,"Bannerghatta Road, Bangalore",8am – 10:30pm (Today),"333, Mutrswamy Layout, 11th Cross, Hulimavu, Lake Road, Bannerghatta Road, Bangalore",+918970062413,1,1,1,0,3.8,28,3.8,1497,,,,250
The Baker's Dozen,https://www.zomato.com/bangalore/the-bakers-dozen-bannerghatta-road-bangalore,"Bakery, Desserts","Bannerghatta Road, Bangalore",,"49, Nyanappa Nahalli Village, Begur Hobli, Bannerghatta Road, Bangalore",+917567870313,1,0,0,0,-,0,4.0,41,,,,150
World On A Swirl,https://www.zomato.com/bangalore/world-on-a-swirl-btm-bangalore,"Ice Cream, Desserts, Momos, Beverages","BTM, Bangalore",,"002, Ground Floor, 21, Nyapanahalli Main Road, Near DLF Main Road, Akshaya Nagar, BTM, Bangalore",+919986075232,1,0,0,0,-,0,4.2,997,,,,200
ITC Master Chef Creations,https://www.zomato.com/bangalore/itc-master-chef-creations-jp-nagar-bangalore,"North Indian, Mughlai, Mediterranean, Desserts","JP Nagar, Bangalore",,"Counter 1, 35/4, Achappa Layout, Puttenahalli, 7th Phase, JP Nagar, Bangalore",+918197594527,1,0,0,0,-,0,4.4,293,,,,350
Aadam's  Ruchikoottu,https://www.zomato.com/bangalore/aadams-ruchikoottu-bannerghatta-road-bangalore,"South Indian, Kerala, Beverages, Fast Food, North Indian, Seafood, Biryani, Ice Cream","Bannerghatta Road, Bangalore",8am – 10pm (Today),"25/95, Gottigere, Opposite To Indian Oil, Bannerghatta Road, Bangalore",+918884499957,1,1,1,0,3.8,7,3.9,192,,,,400
The Sugar Free Keto Kafe - By Artinci,https://www.zomato.com/bangalore/the-sugar-free-keto-kafe-by-artinci-1-bannerghatta-road-bangalore,"Bakery, Desserts, Ice Cream","Bannerghatta Road, Bangalore",,"9, 1st Main, Yellappa Reddy Layout, Bannerghatta Road, Bangalore",+918878777877,1,0,0,0,-,0,3.6,35,,,,150
Burger Friendz,https://www.zomato.com/bangalore/burger-friendz-jp-nagar-bangalore,"Burger, Fast Food","JP Nagar, Bangalore",1pm – 10pm (Today),"2, Sadanandappa Building, Konanakunte Cross, RBI Layout, Main Road, JP Nagar, Bangalore",+918125300580,1,1,0,0,-,0,4.0,95,,,,150
Gowdru Baduta,https://www.zomato.com/bangalore/gowdru-baduta-kanakapura-road-bangalore,"South Indian, Biryani","Kanakapura Road, Bangalore",12:06am – 12midnight (Today),"Survey 28/2, Khatha 308, New Bank Colony, Konankunte, Kanakapura Road, Bangalore",+919844944443,1,1,1,0,3.4,13,4.0,752,,,"Online Delivery, Awesome Spot to Hangout, Combo, Proper Packaging, Portion, Great Portions",400
Dessert Crunch,https://www.zomato.com/bangalore/dessert-crunch-kanakapura-road-bangalore,"Desserts, Shake, Coffee, Beverages, Sandwich","Kanakapura Road, Bangalore",11am – 10pm (Today),"757, Doddakallasandra, BOOHCS, 1st Stage, Kanakapura Road, Bangalore",+919663768246,1,1,1,0,3.5,16,4.3,88,,,,300
Ambur Star Dum Biryani,https://www.zomato.com/bangalore/ambur-star-dum-biryani-jp-nagar-bangalore,Biryani,"JP Nagar, Bangalore",11:30am – 11pm (Today),"4, 9th Cross, 1st Phase, JP Nagar, Bangalore",+919840017416,1,1,1,0,3.2,11,4.2,72,,,,200
Tata Cha now Qmin,https://www.zomato.com/bangalore/tata-cha-now-qmin-jp-nagar-bangalore,"Tea, Beverages, Street Food, Shake","JP Nagar, Bangalore",11am – 10pm (Today),"293, 15th Cross, Ground Floor, Axis Avenue, Near Petrol Pump, Ring Road, 5th Phase, JP Nagar, Bangalore",18001208242,1,1,1,0,2.8,11,4.1,73,,,"Good Service, Ambiance, Staff, Taste",300
Pizza 997 AD,https://www.zomato.com/bangalore/pizza-997-ad-bannerghatta-road-bangalore,"Pizza, Fast Food, Desserts","Bannerghatta Road, Bangalore",,"Shop 7, 8, 1st Floor, 52-54, Hulimavu Main Road, Pai Layout, Near Women's Care Clinic, Bannerghatta Road, Bangalore",+918951393427,1,0,0,0,-,0,3.7,112,,,,350
Gupshup,https://www.zomato.com/bangalore/gupshup-bannerghatta-road-bangalore,"Chinese, Modern Indian, Continental, Burger","Bannerghatta Road, Bangalore",10:30am – 11pm (Today),"Site 66, Oppposite Brooks Heaven Layout, Raghvana Palya, Uttarahalli Manavarthekaval, Bannerghatta Road, Bangalore",+919008000087,1,1,0,0,3.9,8,3.6,177,,,"Awesome Spot to Hangout, Elaborate Menu, Fresh Food, Good Quality",400
Madhan Soudhe Ole Fish Tawa Fry,https://www.zomato.com/bangalore/madhan-soudhe-ole-fish-tawa-fry-banashankari-bangalore,Seafood,"Banashankari, Bangalore",4:30pm – 10:30pm (Today),"Hosakerehalli Cross Road, Hosakerehalli, 3rd Stage, Banashankari, Bangalore",+919916274293,1,1,0,0,-,0,4.2,211,,,,150
Mom's Cafe,https://www.zomato.com/bangalore/moms-cafe-jp-nagar-bangalore,"Fast Food, Sandwich, Pizza, Street Food, Shake","JP Nagar, Bangalore",10:30am – 9:55pm (Today),"1477/1, Ashraya Colony, Royal County, 1st Phase, 80 Feet Road, JP Nagar, Bangalore",+919148635235,1,1,1,0,3.3,4,4.0,34,,,,200
Rolls & Lassi Corner,https://www.zomato.com/bangalore/rolls-lassi-corner-kanakapura-road-bangalore,"Fast Food, Street Food, Desserts, Beverages","Kanakapura Road, Bangalore",9am – 10pm (Today),"CA 1, Ground Floor, Raghubanahalli, Near KSIT College, Kanakapura Road, Bangalore",+916001594942,1,1,0,0,-,0,3.9,54,,,,50
Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-btm-bangalore,"Ice Cream, Shake","BTM, Bangalore",,"Khata 7/43, Floor 1, Kaverappa Layout, Near Vibgyor School, 4th Main, N S Palya Industrial Area, BTM, Bangalore",+918047108564,1,0,0,0,-,0,4.0,301,,,,150
Dairy Day Ice Creams,https://www.zomato.com/bangalore/dairy-day-ice-creams-kanakapura-road-bangalore,Ice Cream,"Kanakapura Road, Bangalore",,"7, 3rd Cross, 4th Main, J C Industrial Estate, Yelachanahalli, Kanakapura Road, Bangalore",+919900744322,1,0,0,0,-,0,4.0,56,,,,100
Puzhayoram,https://www.zomato.com/bangalore/puzhayoram-1-bannerghatta-road-bangalore,Kerala,"Bannerghatta Road, Bangalore",,"Shop 1/55/3, Hulimavu Lake Road, Near Bannerghatta Road, Bangalore",+917624930487,1,0,0,0,-,0,3.7,249,,,,150
Aramane Donne Biriyani,https://www.zomato.com/bangalore/aramane-donne-biriyani-1-banashankari-bangalore,"Kebab, Biryani","Banashankari, Bangalore",11am – 12midnight (Today),"Kathriguppe, Vidyapeeth Main Road, Basavanagudi, B.B.M.P, South Karnataka, Banglore, Banashankari, Bangalore",+917411890208,1,1,1,0,3.1,16,3.6,389,,,"Excellent Location, Served Quickly, Best Food under Best Budget, Fresh Food",300
Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-jp-nagar-bangalore,"North Indian, Beverages","JP Nagar, Bangalore",,"20/29, SY- 50/2, Khata-9/20, 100ft Ring Road, 1st Phase, Near Sarakki Signal, JP Nagar, Bangalore",+918043772421,1,0,0,0,-,0,3.6,9,,,,150
Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-2-uttarahalli-bangalore,"Fast Food, Roast Chicken","Uttarahalli, Bangalore",11am – 10pm (Today),"14/17 Dhevaraj Building, M K P 80 Feet Road, Padmanabha Nagar, Uttarahalli, Bangalore",+917338633044,1,1,1,0,-,1,3.7,43,,,,300
ITC Sunfeast Baked Creations,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-jp-nagar-bangalore,"Bakery, Desserts, Sandwich","JP Nagar, Bangalore",,"Counter 15, 35/4, SJR Tower, 24th Main, Puttenahalli, 7th Phase, JP Nagar, Bangalore",+916280742959,1,0,0,0,-,0,4.3,196,,,,250
Vadilal Ice Cream,https://www.zomato.com/bangalore/vadilal-ice-cream-btm-bangalore,"Ice Cream, Desserts","BTM, Bangalore",,"7/43, First Floor, Kaverappa Layout, Behind VIBGYOR School, 4th Main, N S Palaya Industrial area, BTM 2nd Stage, BTM Layout, Bangalore, BTM, Bangalore",+918356087975,1,0,0,0,-,0,4.0,23,,,,100
Sree Ganesha Fruits & Juice,https://www.zomato.com/bangalore/sree-ganesha-fruits-juice-bannerghatta-road-bangalore,"Juices, Shake","Bannerghatta Road, Bangalore",10am – 11pm (Today),"DLF Towers, Akshaya Nagar, Opposite Canara Bank, Bannerghatta Road, Bangalore",+919845142616,1,1,0,0,-,0,4.4,810,,,,50
Fabelle Chocolates,https://www.zomato.com/bangalore/fabelle-chocolates-jp-nagar-bangalore,"Desserts, Bakery","JP Nagar, Bangalore",,"Counter 15, 35/4, SJR Towers, 24Th Main, 7Th Phase, Puttenahalli, JP Nagar, Bangalore",+916280742959,1,0,0,0,-,0,4.0,22,,,,400
The Chaats Factory,https://www.zomato.com/bangalore/the-chaats-factory-1-banashankari-bangalore,"Street Food, Beverages","Banashankari, Bangalore",3pm – 10pm (Today),"50 Feet Road, 2nd Block, 3rd Stage, Banashankari, Bangalore",+919606800602,1,1,0,0,3.5,7,3.6,208,,,,200
Hotel New Tandoori Point,https://www.zomato.com/bangalore/hotel-new-tandoori-point-1-bannerghatta-road-bangalore,"North Indian, Chinese, Biryani","Bannerghatta Road, Bangalore",,"386, NV Building, Gottigere, Bannerghatta Road, Bangalore",+919164167377,1,0,0,0,-,0,4.0,47,,,,100
Ayesha's Kitchen,https://www.zomato.com/bangalore/ayeshas-kitchen-bannerghatta-road-bangalore,Biryani,"Bannerghatta Road, Bangalore",,"822 A, Raja Aristos, Doddakamanahalli, Bannerghatta Road, Bangalore",+919113902174,1,0,0,0,-,0,4.1,181,,,,150
Just Delicious,https://www.zomato.com/bangalore/just-delicious-bannerghatta-road-bangalore,"North Indian, Street Food, Desserts, Beverages","Bannerghatta Road, Bangalore",8:30am – 10pm (Today),"Shop 7, RR Commercial Complex, Begur, Huli Mavu Road, Bannerghatta Road, Bangalore",+918073839413,1,1,0,0,3.6,15,4.3,1628,,,"Fantastic Decoration, Clean and Hygienic Place, Affordable Prices, Delicious Taste, Customizable Food, Great Food",300
Burger It Up,https://www.zomato.com/bangalore/burger-it-up-1-btm-bangalore,Burger,"BTM, Bangalore",,"Khata 7/43, 1st Floor, Kaverappa Layout, 4th Main, N S Palaya Industrial Area, 2nd Stage, Near VIBGYOR School, BTM, Bangalore",+918047108564,1,0,0,0,-,0,3.8,10,,,,200
Mugs N Burgers,https://www.zomato.com/bangalore/mugs-n-burgers-bommanahalli-bangalore,"Fast Food, Chinese, Italian, Desserts, Beverages, Burger, Shake","Bommanahalli, Bangalore",11am – 12midnight (Today),"10, KB 9/10/9, Ample Mart Building, Akshya Nagar, Bommanahalli, Bangalore",+918105141818,1,1,0,0,-,0,3.9,153,,,,200
Bathinda Junction,https://www.zomato.com/bangalore/bathinda-junction-1-btm,"North Indian, Chinese, Mughlai, Desserts, Beverages","BTM, Bangalore",Opens at 7pm,"10/2, 2nd Floor, BTM Ring Road, 2nd Stage, Bilekhalli, BTM, Bangalore",+919740701619,1,1,1,0,4.0,510,3.9,10700,,"Paneer Punjabi, Achari Chicken, Handi Chicken, Makke Ki Roti, Achari Paneer, Soya Chaap","Ample Seating Area, Family Place, Authentic Taste, Family Crowd, View, Mood",400
